Store,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval_1,PromoInterval_2,PromoInterval_3,PromoInterval_4
837,0,2,14600,4,2015,0,0,2015,Jan,Apr,Jul,Oct
838,3,2,6890,1,1990,1,48,1990,Mar,Jun,Sept,Dec
839,2,0,240,1,2015,0,0,2015,Jan,Apr,Jul,Oct
840,0,0,1070,9,2009,0,0,2009,Jan,Apr,Jul,Oct
841,0,0,16107,8,2004,0,0,2004,Jan,Apr,Jul,Oct
842,3,2,1200,11,2007,0,0,2007,Jan,Apr,Jul,Oct
843,2,0,60,4,2006,0,0,2006,Jan,Apr,Jul,Oct
844,0,0,2030,9,2012,1,18,2012,Feb,May,Aug,Nov
845,3,0,7860,11,2005,1,14,2005,Jan,Apr,Jul,Oct
846,0,2,8860,4,2004,1,37,2004,Jan,Apr,Jul,Oct
847,2,2,190,1,1990,1,31,1990,Feb,May,Aug,Nov
848,0,2,370,7,2007,1,14,2007,Jan,Apr,Jul,Oct
849,2,2,5000,1,1990,0,0,1990,Jan,Apr,Jul,Oct
850,3,0,1120,5,2007,1,31,2007,Jan,Apr,Jul,Oct
851,3,2,2330,1,1990,1,49,1990,Mar,Jun,Sept,Dec
852,2,0,940,4,2004,1,14,2004,Jan,Apr,Jul,Oct
853,0,0,14040,1,1990,0,0,1990,Jan,Apr,Jul,Oct
854,2,0,4770,1,1990,1,13,1990,Jan,Apr,Jul,Oct
855,0,0,3440,1,1990,1,45,1990,Feb,May,Aug,Nov
856,0,0,3020,2,2010,0,0,2010,Jan,Apr,Jul,Oct
857,2,0,6270,8,2005,1,23,2005,Mar,Jun,Sept,Dec
858,0,0,3370,12,2008,1,40,2008,Jan,Apr,Jul,Oct
859,2,0,16107,7,2015,0,0,2015,Jan,Apr,Jul,Oct
860,2,2,5980,2,2010,0,0,2010,Jan,Apr,Jul,Oct
861,2,2,740,1,1990,1,14,1990,Mar,Jun,Sept,Dec
862,0,2,2840,3,2010,1,14,2010,Jan,Apr,Jul,Oct
863,0,2,16107,11,2010,0,0,2010,Jan,Apr,Jul,Oct
864,0,0,1020,10,2012,1,45,2012,Feb,May,Aug,Nov
865,3,2,2640,1,1990,0,0,1990,Jan,Apr,Jul,Oct
866,3,0,9680,1,1990,1,5,1990,Feb,May,Aug,Nov
867,3,2,16107,9,2012,0,0,2012,Jan,Apr,Jul,Oct
868,3,2,1360,8,2005,1,10,2005,Jan,Apr,Jul,Oct
869,2,0,230,10,2001,1,14,2001,Jan,Apr,Jul,Oct
870,0,0,780,4,2009,0,0,2009,Jan,Apr,Jul,Oct
871,3,2,10620,1,1990,0,0,1990,Jan,Apr,Jul,Oct
872,0,2,3860,9,2014,1,23,2014,Mar,Jun,Sept,Dec
873,0,0,2040,11,2008,0,0,2008,Jan,Apr,Jul,Oct
874,0,0,3210,1,1990,0,0,1990,Jan,Apr,Jul,Oct
875,3,0,5070,11,2007,1,18,2007,Feb,May,Aug,Nov
876,0,0,16107,4,2005,1,18,2005,Feb,May,Aug,Nov
877,0,2,16107,1,1990,0,0,1990,Jan,Apr,Jul,Oct
878,3,2,1100,12,2014,0,0,2014,Jan,Apr,Jul,Oct
879,3,0,2325,1,1990,1,5,1990,Feb,May,Aug,Nov
880,0,2,4570,1,1990,0,0,1990,Jan,Apr,Jul,Oct
881,0,0,180,3,2008,1,31,2008,Feb,May,Aug,Nov
882,0,0,30,4,2013,0,0,2013,Jan,Apr,Jul,Oct
883,0,0,3200,6,2005,0,0,2005,Jan,Apr,Jul,Oct
884,3,2,7550,1,1990,0,0,1990,Jan,Apr,Jul,Oct
885,0,0,480,12,2005,0,0,2005,Jan,Apr,Jul,Oct
886,0,2,12430,10,2004,0,0,2004,Jan,Apr,Jul,Oct
887,3,0,16107,1,1990,1,37,1990,Jan,Apr,Jul,Oct
888,3,0,4450,6,2012,1,35,2012,Mar,Jun,Sept,Dec
889,3,0,16107,12,2005,0,0,2005,Jan,Apr,Jul,Oct
890,0,0,4450,1,1990,1,14,1990,Jan,Apr,Jul,Oct
891,0,2,350,1,1990,1,31,1990,Feb,May,Aug,Nov
892,0,0,16107,4,2002,0,0,2002,Jan,Apr,Jul,Oct
893,0,0,130,1,1990,1,1,1990,Jan,Apr,Jul,Oct
894,0,0,190,11,2012,0,0,2012,Jan,Apr,Jul,Oct
895,0,2,4150,1,1990,0,0,1990,Jan,Apr,Jul,Oct
896,0,2,170,9,2012,0,0,2012,Jan,Apr,Jul,Oct
897,2,2,3290,1,2007,1,5,2007,Feb,May,Aug,Nov
898,0,0,16107,1,1990,0,0,1990,Jan,Apr,Jul,Oct
899,3,0,2590,1,1990,1,13,1990,Jan,Apr,Jul,Oct
900,0,0,3920,4,2005,1,40,2005,Jan,Apr,Jul,Oct
901,0,2,3170,4,2014,0,0,2014,Jan,Apr,Jul,Oct
902,0,0,310,5,2015,1,40,2015,Jan,Apr,Jul,Oct
903,3,2,7290,9,2014,0,0,2014,Jan,Apr,Jul,Oct
904,3,2,570,7,2013,1,14,2013,Jan,Apr,Jul,Oct
905,0,0,90,6,2014,0,0,2014,Jan,Apr,Jul,Oct
906,0,0,90,7,2010,0,0,2010,Jan,Apr,Jul,Oct
907,0,2,250,1,1990,0,0,1990,Jan,Apr,Jul,Oct
908,0,0,1980,7,2010,1,37,2010,Jan,Apr,Jul,Oct
909,0,2,1680,1,1990,1,45,1990,Feb,May,Aug,Nov
910,3,2,12480,1,1990,1,1,1990,Jan,Apr,Jul,Oct
911,0,2,16107,1,1990,0,0,1990,Jan,Apr,Jul,Oct
912,2,2,3100,5,2010,0,0,2010,Jan,Apr,Jul,Oct
913,0,0,280,1,1990,0,0,1990,Jan,Apr,Jul,Oct
914,2,2,2640,4,2011,1,22,2011,Mar,Jun,Sept,Dec
915,3,2,650,3,2013,1,40,2013,Jan,Apr,Jul,Oct
916,0,0,90,11,2012,0,0,2012,Jan,Apr,Jul,Oct
917,0,0,7240,2,2010,0,0,2010,Jan,Apr,Jul,Oct
918,0,2,16107,4,2015,0,0,2015,Jan,Apr,Jul,Oct
919,0,0,2620,1,1990,1,45,1990,Feb,May,Aug,Nov
920,0,0,850,2,2012,1,40,2012,Jan,Apr,Jul,Oct
921,0,0,840,9,2006,0,0,2006,Jan,Apr,Jul,Oct
922,3,0,2110,3,2006,0,0,2006,Jan,Apr,Jul,Oct
923,0,0,280,9,2008,0,0,2008,Jan,Apr,Jul,Oct
924,0,0,6420,4,2011,1,1,2011,Jan,Apr,Jul,Oct
925,2,0,470,3,2007,1,1,2007,Jan,Apr,Jul,Oct
926,3,2,5150,3,2011,1,13,2011,Jan,Apr,Jul,Oct
927,0,0,480,1,1990,0,0,1990,Jan,Apr,Jul,Oct
928,3,2,1090,1,1990,1,31,1990,Feb,May,Aug,Nov
929,0,2,4820,9,2013,0,0,2013,Jan,Apr,Jul,Oct
930,0,0,70,1,1990,0,0,1990,Jan,Apr,Jul,Oct
931,0,2,1480,9,2011,1,1,2011,Jan,Apr,Jul,Oct
932,0,0,15700,1,1990,1,13,1990,Jan,Apr,Jul,Oct
933,0,2,6270,2,2005,0,0,2005,Jan,Apr,Jul,Oct
934,0,2,5460,1,1990,1,14,1990,Jan,Apr,Jul,Oct
935,0,2,16107,6,2010,0,0,2010,Jan,Apr,Jul,Oct
936,0,0,580,2,2008,0,0,2008,Jan,Apr,Jul,Oct
937,3,0,2810,1,1990,1,10,1990,Jan,Apr,Jul,Oct
938,0,0,2820,9,2009,0,0,2009,Jan,Apr,Jul,Oct
939,3,0,1340,1,1990,0,0,1990,Jan,Apr,Jul,Oct
940,3,2,6470,9,2012,0,0,2012,Jan,Apr,Jul,Oct
941,0,0,1200,12,2011,1,31,2011,Jan,Apr,Jul,Oct
942,3,2,6860,1,1990,1,18,1990,Jan,Apr,Jul,Oct
943,3,2,16107,1,1990,0,0,1990,Jan,Apr,Jul,Oct
944,2,0,1670,7,2015,0,0,2015,Jan,Apr,Jul,Oct
945,0,2,12480,3,2011,0,0,2011,Jan,Apr,Jul,Oct
946,0,0,2220,12,2011,1,14,2011,Jan,Apr,Jul,Oct
947,0,0,460,3,2014,1,13,2014,Jan,Apr,Jul,Oct
948,1,1,1430,1,1990,0,0,1990,Jan,Apr,Jul,Oct
949,0,0,870,3,2006,0,0,2006,Jan,Apr,Jul,Oct
950,0,0,8460,11,1994,0,0,1994,Jan,Apr,Jul,Oct
951,3,2,710,1,1990,1,40,1990,Jan,Apr,Jul,Oct
952,3,2,6300,10,2013,0,0,2013,Jan,Apr,Jul,Oct
953,0,0,16107,4,2006,1,22,2006,Mar,Jun,Sept,Dec
954,0,0,390,2,2013,1,10,2013,Jan,Apr,Jul,Oct
955,3,2,1690,7,2009,1,36,2009,Mar,Jun,Sept,Dec
956,0,0,2330,10,2014,1,18,2014,Feb,May,Aug,Nov
957,3,2,1420,11,2012,0,0,2012,Jan,Apr,Jul,Oct
958,0,0,440,11,2013,0,0,2013,Jan,Apr,Jul,Oct
959,0,2,1060,12,2005,0,0,2005,Jan,Apr,Jul,Oct
960,3,0,8990,1,1990,1,31,1990,Feb,May,Aug,Nov
961,3,2,9430,1,1990,0,0,1990,Jan,Apr,Jul,Oct
962,2,0,260,1,1990,0,0,1990,Jan,Apr,Jul,Oct
963,0,2,16107,11,2013,0,0,2013,Jan,Apr,Jul,Oct
964,0,0,270,1,1990,1,5,1990,Feb,May,Aug,Nov
965,0,2,110,1,1990,0,0,1990,Jan,Apr,Jul,Oct
966,0,0,760,2,2008,0,0,2008,Jan,Apr,Jul,Oct
967,0,2,3560,9,2013,1,36,2013,Jan,Apr,Jul,Oct
968,2,0,1190,1,1990,0,0,1990,Jan,Apr,Jul,Oct
969,0,2,600,11,1999,1,10,1999,Jan,Apr,Jul,Oct
970,0,0,910,12,2014,1,37,2014,Jan,Apr,Jul,Oct
971,2,0,1140,5,2011,1,14,2011,Mar,Jun,Sept,Dec
972,0,0,14960,1,1990,0,0,1990,Jan,Apr,Jul,Oct
973,3,2,330,1,1990,1,28,1990,Jan,Apr,Jul,Oct
974,0,0,150,3,2011,1,40,2011,Jan,Apr,Jul,Oct
975,0,2,9630,1,1990,1,14,1990,Jan,Apr,Jul,Oct
976,0,0,4180,1,1990,0,0,1990,Jan,Apr,Jul,Oct
977,0,0,520,9,2005,1,13,2005,Jan,Apr,Jul,Oct
978,2,2,3890,1,1990,0,0,1990,Jan,Apr,Jul,Oct
979,0,2,2270,11,2005,1,14,2005,Jan,Apr,Jul,Oct
980,0,0,4420,9,2005,0,0,2005,Jan,Apr,Jul,Oct
981,3,2,2620,11,2002,0,0,2002,Jan,Apr,Jul,Oct
982,3,0,16107,1,1990,0,0,1990,Jan,Apr,Jul,Oct
983,0,0,40,3,2014,1,1,2014,Jan,Apr,Jul,Oct
984,2,0,440,1,1990,1,1,1990,Jan,Apr,Jul,Oct
985,2,2,490,5,2007,1,13,2007,Jan,Apr,Jul,Oct
986,0,0,620,10,2014,1,18,2014,Feb,May,Aug,Nov
987,2,0,1690,6,2007,0,0,2007,Jan,Apr,Jul,Oct
988,0,0,30,11,2012,0,0,2012,Jan,Apr,Jul,Oct
989,0,0,1640,6,2006,1,40,2006,Jan,Apr,Jul,Oct
990,3,0,16107,1,1990,0,0,1990,Jan,Apr,Jul,Oct
991,0,0,1010,1,1990,0,0,1990,Jan,Apr,Jul,Oct
992,0,0,2480,7,1990,0,0,1990,Jan,Apr,Jul,Oct
993,3,2,3460,10,2013,1,10,2013,Jan,Apr,Jul,Oct
994,0,0,2290,7,2011,1,1,2011,Jan,Apr,Jul,Oct
995,3,0,6560,12,2013,0,0,2013,Jan,Apr,Jul,Oct
996,2,0,2870,7,2015,1,13,2015,Jan,Apr,Jul,Oct
997,3,2,5840,7,2010,1,37,2010,Jan,Apr,Jul,Oct
998,0,0,780,9,2005,1,5,2005,Feb,May,Aug,Nov
999,3,2,15140,2,2002,1,37,2002,Jan,Apr,Jul,Oct
1000,0,2,2230,5,2009,1,40,2009,Jan,Apr,Jul,Oct
1001,2,0,16107,1,1990,1,14,1990,Jan,Apr,Jul,Oct
1002,3,2,1130,11,2008,0,0,2008,Jan,Apr,Jul,Oct
1003,0,0,170,7,2013,1,27,2013,Jan,Apr,Jul,Oct
1004,3,2,970,1,1990,1,9,1990,Mar,Jun,Sept,Dec
1005,0,0,6480,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1006,2,2,3890,11,2006,1,5,2006,Feb,May,Aug,Nov
1007,2,2,4180,9,2012,0,0,2012,Jan,Apr,Jul,Oct
1008,0,2,30,9,2010,0,0,2010,Jan,Apr,Jul,Oct
1009,0,0,230,7,2004,1,10,2004,Jan,Apr,Jul,Oct
1010,3,2,4610,6,2010,1,18,2010,Feb,May,Aug,Nov
1011,0,2,490,9,2012,1,18,2012,Feb,May,Aug,Nov
1012,3,2,6330,6,2004,1,39,2004,Jan,Apr,Jul,Oct
1013,0,0,630,2,2015,1,31,2015,Feb,May,Aug,Nov
1014,0,2,210,1,1990,1,31,1990,Jan,Apr,Jul,Oct
1015,3,2,9910,12,2010,1,9,2010,Mar,Jun,Sept,Dec
1016,2,2,550,1,1990,1,35,1990,Mar,Jun,Sept,Dec
1017,2,0,110,11,2008,0,0,2008,Jan,Apr,Jul,Oct
1018,2,2,140,9,2012,0,0,2012,Jan,Apr,Jul,Oct
1019,3,2,2740,7,2014,1,13,2014,Jan,Apr,Jul,Oct
1020,0,0,40,8,2015,0,0,2015,Jan,Apr,Jul,Oct
1021,0,0,1080,5,2011,0,0,2011,Jan,Apr,Jul,Oct
1022,0,2,1520,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1023,2,0,3740,2,2002,1,14,2002,Jan,Apr,Jul,Oct
1024,2,2,1990,1,2012,0,0,2012,Jan,Apr,Jul,Oct
1025,0,0,720,11,2009,0,0,2009,Jan,Apr,Jul,Oct
1026,2,0,450,6,2011,1,48,2011,Mar,Jun,Sept,Dec
1027,0,2,190,6,2008,1,40,2008,Jan,Apr,Jul,Oct
1028,0,0,150,1,1990,1,31,1990,Jan,Apr,Jul,Oct
1029,0,0,1590,3,2006,0,0,2006,Jan,Apr,Jul,Oct
1030,0,0,16107,4,2008,0,0,2008,Jan,Apr,Jul,Oct
1031,3,0,590,5,2001,0,0,2001,Jan,Apr,Jul,Oct
1032,3,2,270,2,2013,1,40,2013,Jan,Apr,Jul,Oct
1033,0,0,7680,3,2006,0,0,2006,Jan,Apr,Jul,Oct
1034,0,0,13750,4,2015,0,0,2015,Jan,Apr,Jul,Oct
1035,0,0,16107,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1036,3,2,9560,1,1990,1,36,1990,Jan,Apr,Jul,Oct
1037,0,2,150,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1038,3,0,16107,10,2013,0,0,2013,Jan,Apr,Jul,Oct
1039,0,2,70,6,1990,1,22,1990,Mar,Jun,Sept,Dec
1040,0,0,4030,2,2013,1,10,2013,Jan,Apr,Jul,Oct
1041,2,0,1600,8,2013,1,40,2013,Jan,Apr,Jul,Oct
1042,0,0,3440,1,1990,1,31,1990,Feb,May,Aug,Nov
1043,2,0,420,3,2006,0,0,2006,Jan,Apr,Jul,Oct
1044,2,0,240,4,2015,1,13,2015,Jan,Apr,Jul,Oct
1045,0,2,16107,12,2013,0,0,2013,Jan,Apr,Jul,Oct
1046,3,2,16107,4,2005,0,0,2005,Jan,Apr,Jul,Oct
1047,0,0,3750,1,1990,1,45,1990,Feb,May,Aug,Nov
1048,3,2,1860,9,2012,1,40,2012,Jan,Apr,Jul,Oct
1049,0,0,370,7,2012,1,14,2012,Jan,Apr,Jul,Oct
1050,3,2,13170,8,2014,1,9,2014,Mar,Jun,Sept,Dec
1051,2,0,200,7,1998,1,1,1998,Jan,Apr,Jul,Oct
1052,0,2,5080,1,1990,1,31,1990,Feb,May,Aug,Nov
1053,0,0,1710,7,2015,0,0,2015,Jan,Apr,Jul,Oct
1054,0,2,13190,1,1990,1,45,1990,Feb,May,Aug,Nov
1055,2,0,1980,4,2009,0,0,2009,Jan,Apr,Jul,Oct
1056,3,2,5350,1,1990,1,40,1990,Jan,Apr,Jul,Oct
1057,3,2,3230,11,2011,0,0,2011,Jan,Apr,Jul,Oct
1058,0,2,180,1,1990,1,35,1990,Mar,Jun,Sept,Dec
1059,2,0,3380,4,2013,0,0,2013,Jan,Apr,Jul,Oct
1060,0,2,3430,1,1990,1,31,1990,Feb,May,Aug,Nov
1061,3,2,8110,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1062,3,0,190,9,2012,1,40,2012,Feb,May,Aug,Nov
1063,0,2,6250,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1064,0,2,420,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1065,0,0,1290,1,1990,1,35,1990,Mar,Jun,Sept,Dec
1066,0,0,3350,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1067,3,2,12020,7,2009,0,0,2009,Jan,Apr,Jul,Oct
1068,3,2,5010,1,1990,1,5,1990,Jan,Apr,Jul,Oct
1069,0,2,16107,1,1990,1,14,1990,Jan,Apr,Jul,Oct
1070,2,2,400,10,2008,0,0,2008,Jan,Apr,Jul,Oct
1071,0,0,820,3,2012,1,35,2012,Mar,Jun,Sept,Dec
1072,0,2,5380,8,2015,1,5,2015,Feb,May,Aug,Nov
1073,0,2,1710,1,1990,1,44,1990,Jan,Apr,Jul,Oct
1074,2,2,3330,10,2001,1,14,2001,Jan,Apr,Jul,Oct
1075,0,2,1410,10,2013,0,0,2013,Jan,Apr,Jul,Oct
1076,0,2,90,1,1990,1,1,1990,Jan,Apr,Jul,Oct
1077,0,0,3750,11,2001,1,35,2001,Mar,Jun,Sept,Dec
1078,3,2,670,1,1990,1,40,1990,Jan,Apr,Jul,Oct
1079,0,0,16107,1,1990,1,37,1990,Jan,Apr,Jul,Oct
1080,0,0,2410,1,1990,1,40,1990,Jan,Apr,Jul,Oct
1081,1,0,400,3,2006,0,0,2006,Jan,Apr,Jul,Oct
1082,2,0,440,4,2002,0,0,2002,Jan,Apr,Jul,Oct
1083,3,2,11540,1,1990,1,5,1990,Feb,May,Aug,Nov
1084,0,0,190,1,1990,1,13,1990,Jan,Apr,Jul,Oct
1085,2,0,4030,2,2015,0,0,2015,Jan,Apr,Jul,Oct
1086,0,0,180,11,2013,1,18,2013,Feb,May,Aug,Nov
1087,3,2,2210,11,2011,0,0,2011,Jan,Apr,Jul,Oct
1088,0,0,4300,3,2009,1,27,2009,Jan,Apr,Jul,Oct
1089,3,0,5220,5,2009,0,0,2009,Jan,Apr,Jul,Oct
1090,0,0,330,1,1990,1,14,1990,Jan,Apr,Jul,Oct
1091,0,2,9990,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1092,0,0,300,7,2000,1,40,2000,Jan,Apr,Jul,Oct
1093,2,2,10450,6,2009,0,0,2009,Jan,Apr,Jul,Oct
1094,3,0,2380,3,2013,1,40,2013,Jan,Apr,Jul,Oct
1095,0,0,690,6,2007,1,14,2007,Jan,Apr,Jul,Oct
1096,0,2,1130,1,1990,1,10,1990,Mar,Jun,Sept,Dec
1097,1,1,720,3,2002,0,0,2002,Jan,Apr,Jul,Oct
1098,0,0,1830,11,2004,0,0,2004,Jan,Apr,Jul,Oct
1099,0,2,200,4,2013,1,14,2013,Jan,Apr,Jul,Oct
1100,0,0,540,1,1990,1,14,1990,Jan,Apr,Jul,Oct
1101,3,2,4060,9,2012,0,0,2012,Jan,Apr,Jul,Oct
1102,0,0,850,11,2012,1,40,2012,Jan,Apr,Jul,Oct
1103,3,2,1340,10,2006,1,5,2006,Feb,May,Aug,Nov
1104,3,0,260,2,2012,1,14,2012,Jan,Apr,Jul,Oct
1105,2,2,330,11,2008,1,5,2008,Feb,May,Aug,Nov
1106,0,2,5330,9,2011,1,31,2011,Jan,Apr,Jul,Oct
1107,0,0,1400,6,2012,1,13,2012,Jan,Apr,Jul,Oct
1108,0,0,540,4,2004,0,0,2004,Jan,Apr,Jul,Oct
1109,2,0,3490,4,2011,1,22,2011,Jan,Apr,Jul,Oct
1110,2,2,900,9,2010,0,0,2010,Jan,Apr,Jul,Oct
1111,0,0,1900,6,2014,1,31,2014,Jan,Apr,Jul,Oct
1112,2,2,1880,4,2006,0,0,2006,Jan,Apr,Jul,Oct
1113,0,2,9260,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1114,0,2,870,1,1990,0,0,1990,Jan,Apr,Jul,Oct
1115,3,2,5350,1,1990,1,22,1990,Mar,Jun,Sept,Dec
